"permohonan_id","status","tanggal_permohonan","nik","nama_pemohon","tanggal_lahir","jenis_kelamin","agama","status_perkawinan","pekerjaan","lingkungan","nama_surat"
"104","Selesai","2023-11-09 22:17:40","7173012505790002","YANTO NUGROHO","1979-05-25","pria","ISLAM","single","LAINNYA","lingkungan2","Surat Pengantar Umum"
"111","Selesai","2024-06-02 20:02:57","7173010406710001","RUDI PRASETYO","1971-06-04","pria","ISLAM","cerai","MHS/PELAJAR","lingkungan2","Surat Pengantar Umum"
"112","Ditolak","2024-07-05 02:48:32","7173016409620001","DEWI GUNAWAN","1962-09-24","wanita","ISLAM","menikah","PNS","lingkungan3","Surat Pengantar Umum"
"114","Selesai","2024-02-27 09:10:17","7173010607010001","YANTO SETIAWAN","2001-07-05","pria","ISLAM","menikah","MHS/PELAJAR","lingkungan1","Surat Pengantar Umum"
"118","Selesai","2024-04-28 08:29:44","7173016311600002","RINA PRASETYO","1960-11-22","wanita","ISLAM","single","MHS/PELAJAR","lingkungan3","Surat Pengantar Umum"
"137","Selesai","2025-03-07 09:53:15","7173015803670002","WATI HARTONO","1967-03-18","wanita","ISLAM","menikah","PEDAGANG","lingkungan3","Surat Pengantar Umum"
"141","Selesai","2023-05-01 14:47:14","7173012912970002","RUDI SANTOSO","1997-12-28","pria","ISLAM","cerai","BURUH/TANI","lingkungan3","Surat Pengantar Umum"
"144","Selesai","2023-09-20 03:50:40","7173016606750002","INDAH GUNAWAN","1975-06-26","wanita","ISLAM","single","LAINNYA","lingkungan3","Surat Pengantar Umum"
"145","Ditolak","2025-06-09 01:15:36","7173010704680002","BUDI KUSUMO","1968-04-06","pria","ISLAM","menikah","MHS/PELAJAR","lingkungan1","Surat Pengantar Umum"
"148","Selesai","2023-06-04 08:38:35","7173011905720002","DEDI PRASETYO","1972-05-18","pria","ISLAM","menikah","PEDAGANG","lingkungan2","Surat Pengantar Umum"
"153","Selesai","2024-07-23 20:07:25","7173010410660001","SLAMET NUGROHO","1966-10-03","pria","ISLAM","janda","MHS/PELAJAR","lingkungan1","Surat Pengantar Umum"
"159","Selesai","2024-05-28 06:44:40","7173010110770002","BUDI SUSANTO","1977-10-01","pria","ISLAM","cerai","BURUH/TANI","lingkungan2","Surat Pengantar Umum"
"167","Selesai","2024-07-25 07:20:31","7173012610750002","JOKO GUNAWAN","1975-10-26","pria","ISLAM","cerai","PEDAGANG","lingkungan3","Surat Pengantar Umum"
"181","Selesai","2025-03-22 22:37:31","7173015308600001","INDAH PRASETYO","1960-08-12","wanita","ISLAM","menikah","SWASTA","lingkungan2","Surat Pengantar Umum"
"204","Selesai","2024-10-04 01:42:32","7173012502980001","ADI SANTOSO","1998-02-24","pria","ISLAM","janda","MHS/PELAJAR","lingkungan1","Surat Pengantar Umum"
"208","Selesai","2023-02-18 02:40:44","7173015801630001","DEWI PRASETYO","1963-01-18","wanita","ISLAM","single","BURUH/TANI","lingkungan2","Surat Pengantar Umum"
"218","Selesai","2024-12-27 16:40:33","7173015807940001","WATI WAHYUDI","1994-07-18","wanita","ISLAM","janda","MHS/PELAJAR","lingkungan3","Surat Pengantar Umum"
"224","Ditolak","2025-02-08 10:19:15","7173014204020001","INDAH NUGROHO","2002-04-01","wanita","ISLAM","single","LAINNYA","lingkungan1","Surat Pengantar Umum"
"226","Selesai","2023-04-17 00:04:09","7173010403670001","FAJAR WAHYUDI","1967-03-04","pria","ISLAM","single","MHS/PELAJAR","lingkungan3","Surat Pengantar Umum"
"243","Ditolak","2023-04-26 03:58:39","7173011911850002","SLAMET SANTOSO","1985-11-19","pria","ISLAM","janda","PEDAGANG","lingkungan1","Surat Pengantar Umum"
"245","Ditolak","2024-06-16 09:54:20","7173016912940001","ANI SANTOSO","1994-12-28","wanita","ISLAM","cerai","SWASTA","lingkungan3","Surat Pengantar Umum"
"246","Selesai","2024-08-24 11:52:19","7173010401890001","DEDI GUNAWAN","1989-01-04","pria","ISLAM","single","BURUH/TANI","lingkungan3","Surat Pengantar Umum"
"247","Selesai","2023-06-09 02:13:38","7173014111890001","MAYA HARTONO","1989-11-01","wanita","ISLAM","menikah","MHS/PELAJAR","lingkungan3","Surat Pengantar Umum"
"248","Selesai","2024-07-29 02:07:28","7173015702680002","DEWI SANTOSO","1968-02-16","wanita","ISLAM","janda","LAINNYA","lingkungan1","Surat Pengantar Umum"
"254","Ditolak","2023-09-06 18:10:40","7173014905890002","WATI SUSANTO","1989-05-08","wanita","ISLAM","janda","LAINNYA","lingkungan3","Surat Pengantar Umum"
"263","Selesai","2024-06-30 12:52:39","7173013006050002","YANTO WAHYUDI","2005-06-30","pria","ISLAM","janda","LAINNYA","lingkungan2","Surat Pengantar Umum"
"270","Selesai","2023-04-12 11:10:46","7173012602910002","ADI GUNAWAN","1991-02-25","pria","KRISTEN","single","PNS","lingkungan2","Surat Pengantar Umum"
"274","Selesai","2024-08-31 05:49:04","7173012501900001","SLAMET NUGROHO","1990-01-24","pria","HINDU","menikah","SWASTA","lingkungan1","Surat Pengantar Umum"
"276","Selesai","2025-02-08 09:00:57","7173011604900001","YANTO SANTOSO","1990-04-16","pria","ISLAM","single","BURUH/TANI","lingkungan2","Surat Pengantar Umum"
"285","Selesai","2025-05-24 07:55:30","7173010403670001","FAJAR WAHYUDI","1967-03-04","pria","ISLAM","single","MHS/PELAJAR","lingkungan3","Surat Pengantar Umum"
"292","Selesai","2023-04-22 09:27:30","7173010910790001","JOKO SANTOSO","1979-10-09","pria","ISLAM","menikah","BURUH/TANI","lingkungan1","Surat Pengantar Umum"
"308","Ditolak","2024-10-16 21:59:45","7173012108050001","RAHMAT SANTOSO","2005-08-20","pria","ISLAM","menikah","SWASTA","lingkungan3","Surat Pengantar Umum"
"328","Selesai","2025-03-24 05:54:32","7173015807940001","WATI WAHYUDI","1994-07-18","wanita","ISLAM","janda","MHS/PELAJAR","lingkungan3","Surat Pengantar Umum"
"339","Selesai","2023-04-28 05:21:38","7173016112680002","MAYA NUGROHO","1968-12-20","wanita","ISLAM","janda","PEDAGANG","lingkungan1","Surat Pengantar Umum"
"374","Selesai","2023-12-29 05:18:24","7173014506730002","YUNI NUGROHO","1973-06-05","wanita","ISLAM","single","BURUH/TANI","lingkungan3","Surat Pengantar Umum"
"383","Selesai","2023-05-03 11:56:23","7173016901990001","DEWI WAHYUDI","1999-01-28","wanita","ISLAM","janda","MHS/PELAJAR","lingkungan2","Surat Pengantar Umum"
"387","Selesai","2024-12-03 03:14:18","7173012904680001","YANTO GUNAWAN","1968-04-29","pria","ISLAM","menikah","LAINNYA","lingkungan2","Surat Pengantar Umum"
"388","Ditolak","2023-02-26 16:43:31","7173016503890002","WATI SETIAWAN","1989-03-25","wanita","ISLAM","cerai","BURUH/TANI","lingkungan3","Surat Pengantar Umum"
"395","Selesai","2025-03-06 01:14:29","7173012207840001","BUDI PRASETYO","1984-07-22","pria","ISLAM","janda","TNI/POLRI","lingkungan2","Surat Pengantar Umum"
"405","Selesai","2023-06-26 19:09:31","7173012409910001","DEDI SETIAWAN","1991-09-23","pria","ISLAM","menikah","SWASTA","lingkungan1","Surat Pengantar Umum"
"406","Ditolak","2024-12-09 08:45:15","7173014801700002","ANI WIJAYA","1970-01-08","wanita","ISLAM","janda","SWASTA","lingkungan3","Surat Pengantar Umum"
"439","Selesai","2023-07-11 20:50:50","7173011408980002","RAHMAT WIJAYA","1998-08-13","pria","ISLAM","single","LAINNYA","lingkungan3","Surat Pengantar Umum"
"453","Ditolak","2023-03-26 10:57:15","7173011203850002","SLAMET HARTONO","1985-03-12","pria","ISLAM","menikah","BURUH/TANI","lingkungan1","Surat Pengantar Umum"
"460","Selesai","2024-06-03 19:51:47","7173012603860001","HERI GUNAWAN","1986-03-26","pria","ISLAM","janda","BURUH/TANI","lingkungan1","Surat Pengantar Umum"
"475","Ditolak","2024-06-20 21:28:42","7173011911920002","BUDI KUSUMO","1992-11-19","pria","ISLAM","menikah","PEDAGANG","lingkungan3","Surat Pengantar Umum"
"483","Selesai","2025-02-07 12:57:54","7173012110870001","BUDI WAHYUDI","1987-10-21","pria","ISLAM","menikah","LAINNYA","lingkungan3","Surat Pengantar Umum"
"497","Selesai","2024-11-22 18:52:43","7173014107720002","LINA PRASETYO","1972-07-01","wanita","ISLAM","janda","BURUH/TANI","lingkungan3","Surat Pengantar Umum"
